EVENT CATEGORY,EVENT GROUP,EVENT SUBGROUP,EVENT TYPE,PLACE,Province/Territory,EVENT START DATE,FATALITIES,INJURED/INFECTED,EVACUATED,ESTIMATED TOTAL COST,NORMALIZED TOTAL COST,EVENT END DATE,FEDERAL DFAA PAYMENTS,PROVINCIAL DFAA PAYMENTS,PROVINCIAL DEPARTMENT PAYMENTS,MUNICIPAL COSTS,OGD COSTS,INSURANCE PAYMENTS,NGO PAYMENTS,UTILITY/PEOPLE AFFECTED,MAGNITUDE
Disaster,Natural,Meteorological - Hydrological,Flood,"East Kooteney (Elk River-Watershed) Region and the municipalities of Sparwood, Fernie and surrounding areas BC",BC,1995-06-01,0,0,0,7155707,7792859,1995-06-01,1685853,5469854,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,North Central Saskatchewan,SK,1995-05-29,0,0,3338,91585747,99740642.3,1995-05-29,,,91585747,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Western MB,MB,1995-04-01,0,0,100,4205645,4580120.2,1995-04-01,1816719,2388926,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Northeastern Saskatchewan,SK,1995-04-01,0,0,0,7572381,8246634.1,1995-04-01,4784560,2787821,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Avalanche,Blanc Sablon QC,QC,1995-03-10,2,0,69,368160,400941.4,1995-03-10,,,368160,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Poplar Bay AB,AB,1995-01-01,0,0,0,35830,39020.3,1995-01-01,,,35830,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Quebec,QC,1995-01-01,0,0,0,57478,62595.9,1995-01-01,,,57478,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Avalon area of Newfoundland and Labrador,NL,1994-12-08,0,0,0,,,1994-12-12,0,0,,,,,,3189873,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southern ON,ON,1994-08-28,0,0,0,7876000,8767449.2,1994-08-28,0,0,,,,7876000,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southern Manitoba,MB,1994-08-27,0,0,0,14196201,15803005.5,1994-08-27,,,5346201,,,8850000,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Aylmer QC,QC,1994-08-04,0,4,1000,7786393,8667700,1994-08-04,,,246393,,,7540000,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Salmon Arm BC,BC,1994-08-04,0,0,0,11155000,12417584.6,1994-08-04,0,0,,,,11155000,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southwestern Manitoba,MB,1994-08-01,0,0,0,3189873,3550920.5,1994-08-01,,,,3189873,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,British Columbia,BC,1994-07-24,0,0,4169,,,1994-07-24,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southern Alberta,AB,1994-06-18,0,0,0,30969155,34474415.3,1994-06-18,,,21910155,,,9059000,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Saskatchewan,SK,1994-05-22,0,0,0,9589470,10674859.3,1994-05-22,,,69470,,,9520000,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southern Manitoba,MB,1994-05-18,0,0,0,9074000,10101045.5,1994-05-18,0,0,,,,9074000,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Plaster Rock NB and Lower St. Lawrence Region QC,QC NB,1994-04-16,0,0,0,57025698,63480181.9,1994-04-26,1944488,31903387,1681761,21496062,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southern ON,ON,1994-01-28,0,0,0,6799000,7568548.4,1994-01-28,0,0,,,,6799000,,0,0
Disaster,Natural,Meteorological - Hydrological,Cold Event,Alberta to Maritimes,Across Canada,1994-01-23,0,0,0,45995,51201,1994-02-06,,,45995,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern ON,ON,1994-01-16,0,0,0,14299000,15917439.9,1994-01-17,0,0,,,,14299000,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Montreal and area QC,QC,1994-01-05,6,0,0,,,1994-01-05,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Quebec and Ontario,ON QC,1993-11-01,0,0,0,,,1994-03-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm Surge,Tuktoyaktuk and Mackenzie Delta NT,NT,1993-09-23,0,0,0,,,1993-09-23,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saskatchewan,SK,1993-07-29,0,0,0,6503703,7248285.8,1993-07-29,,,613703,,,5890000,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Quebec,QC,1993-07-29,0,0,0,10017238,11164071.3,1993-07-30,,,1675238,,,8342000,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Edmonton AB,AB,1993-07-29,0,0,0,21095828,23511004.6,1993-07-29,,,12398407,,,8697421,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Winnipeg MB,MB,1993-07-25,0,0,0,214807255,239399674.4,1993-08-14,11555527,3763948,,,,199487780,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Swan River MB,MB,1993-07-04,0,0,650,5738341,6395300.6,1993-07-04,2935683,2802658,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Upper Saint John River Valley NB,NB,1993-04-12,0,0,300,14973222,16687446,1993-04-12,6500013,2349112,3808712,,2315385,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Eastern Canada,Eastern Canada,1993-03-15,33,0,0,19866000,22140378.5,1993-03-15,,,,,,19866000,,0,0
Disaster,Natural,Biological,Epidemic,Prince Edward Island and New Brunswick,NB PE,1993-01-01,0,0,0,,,1993-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1993-01-01,0,0,0,,,1993-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,Ontario and Quebec,ON QC,1992-11-12,0,0,0,,,1992-11-13,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,"Avalon and Burin Peninsulas and Bonavista, Trinity and Conception Bays NL",NL,1992-10-06,0,0,0,8945037,10159006.3,1992-10-06,,,,,,8945037,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Edmonton AB,AB,1992-09-01,0,0,0,22522000,25578557.1,1992-09-01,,,14434443,,,8087557,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Edmonton AB,AB,1992-08-28,0,0,0,20170168,22907547.9,1992-08-28,,,14434443,,,5735725,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Elmira ON,ON,1992-08-28,0,0,0,4738539,5381626.4,1992-08-28,0,0,,,,4738539,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Toronto ON,ON,1992-07-31,0,0,0,5337940,6062374.7,1992-07-31,0,0,,,,5337940,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Calgary AB,AB,1992-07-31,0,0,0,38495497,43719885.9,1992-07-31,,,14434443,,,24061054,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Yukon Rivers YT,YT,1992-06-17,0,0,0,228636,259665.2,1992-07-30,147321,81315,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Attawapiskat ON,ON,1992-05-18,0,0,1000,,,1992-05-18,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Hay River NT,NT,1992-04-25,0,0,100,,,1992-04-25,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,"Sainte-Brigitte-de-Laval, about 40 km north of Québec City QC",QC,1992-03-12,0,0,40,1012311,1149696.1,1992-03-12,,,1012311,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Peace River AB,AB,1992-02-28,0,0,3800,2866371,3255378.5,1992-03-04,,,2866371,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Maritimes provinces,Maritimes,1992-02-01,0,0,0,,,1992-02-04,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Cold Event,Prairies provinces and Ontario,Prairies,1992-01-01,0,0,0,2.00E+06,2271428.6,1992-01-01,,,2000000,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1992-01-01,0,0,0,580597523,659392901.1,1992-01-01,,,135289,,580462234,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Lethbridge AB,AB,1992-01-01,0,0,0,219277,249036,1992-01-01,,,219277,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,Central Ontario,ON,1991-11-30,0,0,0,5982309,6892660.4,1991-11-30,0,0,,,,5982309,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Maritimes provinces,Maritimes,1991-10-25,0,0,0,,,1991-11-03,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,Vernon BC,BC,1991-10-16,0,0,0,4396737,5065805.7,1991-10-16,0,0,,,,4396737,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Northwestern British Columbia,BC,1991-10-08,,,,,,1991-10-14,,,,,,,,4150761,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Calgary AB,AB,1991-09-07,0,0,0,884595372,1019207711,1991-09-07,,,9289467,496865521,,378440384,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southwestern British Columbia,BC,1991-08-29,0,0,0,17300120,19932747,1991-09-01,1002312,3934593,12363215,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Maskinongé QC,QC,1991-08-27,0,15,0,52603727,60608642,1991-08-27,,,2206439,29751766,,20645522,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Southern New Brunswick,NB,1991-08-19,2,0,0,7021214,8089659.6,1991-08-19,,,,,7021214,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Red Deer AB,AB,1991-07-03,0,0,0,40387745,46533706.2,1991-07-03,,,9280084,,,31107661,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,"Betsiamites, Ragueneau et Baie-Comeau QC",QC,1991-06-29,0,0,4035,,,1991-06-29,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Old Crow YT,YT,1991-05-08,0,0,0,546692,629884.3,1991-05-09,518222,28470,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Chaudière River QC,QC,1991-04-07,0,0,1000,3682004,4242309,1991-04-08,,,3682004,,,,,0,0
Disaster,Natural,Geological,Landslide,Notre-Dame de Pierreville QC,QC,1991-04-01,0,0,0,304756,351131.9,1991-04-01,,,304756,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Sarnia ON,ON,1991-03-27,0,0,0,28310657,32618800.5,1991-03-27,,0,0,,,28310657,,1560000,0
Disaster,Natural,Meteorological - Hydrological,Avalanche,Bugaboo Glacier Provincial Park BC,BC,1991-03-12,9,0,0,,,1991-03-12,,0,0,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1991-01-01,0,0,0,146557019,168859174.1,1991-01-01,,,115360,,146441659,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Madeleine Islands QC,QC,1990-12-16,8,2,0,397070,483169.4,1990-12-16,,,,,397070,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Newfoundland,NL,1990-12-09,0,0,0,2327777,2832524.6,1990-12-09,1029958,1297819,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southwestern British Columbia,BC,1990-11-08,0,0,309,29426861,35807685.5,1990-11-13,7343629,7053719,15029513,,,,,412941,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Southern Ontario,ON,1990-08-29,0,6,0,792167,963937.9,1990-08-29,,,511000,281167,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Woodstock NB,NB,1990-08-01,0,0,0,1666667,2028061.6,1990-08-01,,,1666667,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Northumberland Strait (NS and PE),NS PE,1990-08-01,6,0,0,4427167,5387139.4,1990-08-01,,,,,4427167,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Old Crow YT,YT,1990-07-20,0,0,210,7925848,9644463,1990-07-20,,,7591444,334404,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Calgary AB,AB,1990-07-09,0,0,0,19295404,23479356.4,1990-07-09,,,3016404,,,16279000,,0,0
Disaster,Natural,Geological,Landslide,Joe Rich and Southern British Columbia,BC,1990-06-12,7,0,0,18208847,22157193.9,1990-06-12,4355578,5654135,8199134,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Western Alberta,AB,1990-05-25,1,0,221,22147336,26949692,1990-07-04,8229503,6395393,7522440,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Avalanche,Banff AB,AB,1990-02-11,4,0,0,,,1990-02-11,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1990-01-01,0,0,0,581891545,708067007.6,1990-01-01,,,204155713,,377735832,,,0,0
Disaster,Natural,Geological,Earthquake,Ungava Peninsula QC,QC,1989-12-25,0,0,0,,,1989-12-25,0,0,,,,,,0,6
Disaster,Natural,Meteorological - Hydrological,Cold Event,British Columbia to Ontario,BC AB SK MB ON,1989-12-18,7,0,0,536488,684237.4,1990-01-17,,,536488,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Gulf of St. Lawrence QC,QC,1989-12-07,39,0,0,,,1989-12-07,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southwestern British Columbia,BC,1989-11-08,0,0,28,3146918,4013582.6,1989-11-12,54716,3092202,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Nova Scotia,NS,1989-09-10,1,0,0,,,1989-09-10,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Grande Prairie AB,AB,1989-08-23,0,0,0,,,1989-10-18,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Radisson QC,QC,1989-07-22,0,0,300,,,1989-07-22,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,"Harrow, Kent, Essex, Leamington counties ON",ON,1989-07-19,0,0,0,13807000,17609462.6,1989-07-20,0,0,,,,13807000,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Montmartre SK,SK,1989-07-01,0,0,0,,,1989-07-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Northern Manitoba,MB,1989-05-11,0,0,25000,18489862,23581989.8,1989-09-20,14174906,4314956,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Liard River NT,NT,1989-05-01,0,0,125,1094778,1396281,1989-05-09,852700,242078,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Geomagnetic Storm,Province of Quebec,QC,1989-03-13,,,,,,1989-03-13,,,,,,,,6925128,
Disaster,Natural,Meteorological - Hydrological,Cold Event,Yukon to Ontario,Across Canada,1989-01-30,13,100,0,,,1989-01-30,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1989-01-01,0,0,0,,,1989-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Albany and Attawapiskat River ON,ON,1989-01-01,0,0,1000,,,1989-01-01,0,0,,,,,,0,0
Disaster,Natural,Geological,Earthquake,Saguenay region QC,QC,1988-11-25,0,0,0,37970666,50876426.1,1988-11-25,20891999,17078667,,,,,,0,6
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Calgary AB,AB,1988-08-16,0,0,0,39827872,53364873.4,1988-08-16,156086,2544786,,,,37127000,,0,0
Disaster,Natural,Meteorological - Hydrological,Heat Event,Ontario and Manitoba,MB ON,1988-07-05,14,0,0,,,1988-07-11,0,0,,,,,,128169014,0
Disaster,Natural,Meteorological - Hydrological,Flood,Lesser Slave Lake region AB,AB,1988-07-05,0,0,2800,35296621,47293506.2,1988-07-08,7787911,6008710,,,,21500000,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Norman Wells NT,NT,1988-06-29,0,0,0,,,1988-06-29,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Central and Southern Alberta,AB,1988-06-28,0,0,0,,,1988-06-29,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,"Louiseville, Yamachiche and St.-Justin Region of Trois-Rivières QC",QC,1988-06-20,0,0,0,,,1988-06-20,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,"Lethbridge, Taber, Irma and Wainwright AB",AB,1988-06-04,0,0,0,,,1988-06-11,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Duck Mountain and Swan River MB,MB,1988-04-01,0,0,0,2323137,3112742.6,1988-04-01,619569,1703568,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Goulais River ON,ON,1988-01-01,0,0,0,,,1988-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Northern British Columbia,BC,1988-01-01,0,0,0,,,1988-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Whitedog Lake ON,ON,1988-01-01,0,0,500,,,1988-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Edmonton AB,AB,1987-07-31,27,600,1700,181125959,252254255.3,1987-07-31,19948463,12800496,,,,148377000,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Montreal QC,QC,1987-07-14,2,0,0,64216681,89434618.5,1987-07-14,6473041,13065640,,,,44678000,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Winnipeg MB,MB,1987-07-06,0,0,0,,,1987-07-06,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Montreal QC,QC,1987-05-29,0,0,0,24891000,34665713.9,1987-05-29,0,0,,,,24891000,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Valrita-Harty ON,ON,1987-05-13,0,0,800,,,1987-05-13,0,0,,,,,,,0
Disaster,Natural,Meteorological - Hydrological,Flood,Lake St. Clair ON,ON,1987-04-04,0,0,50,,,1987-04-04,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Perth-Andover NB,NB,1987-04-02,0,0,300,7872284,10963735.7,1987-04-02,5660456,2211828,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southcentral Quebec,QC,1987-03-28,0,0,300,,,1987-04-05,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Avalanche,Blue River BC,BC,1987-03-23,7,0,0,,,1987-03-23,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Eastern Ontario and Southwestern Quebec,ON QC,1986-12-24,0,0,0,,,1986-12-24,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Winnipeg MB,MB,1986-11-07,2,0,0,,,1986-11-07,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,East Central British Columbia,BC,1986-08-01,0,0,0,,,1986-08-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saskatchewan and Alberta,AB SK,1986-07-16,1,0,0,17889807,26016579.1,1986-07-24,9484477,8405330,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,North-central Alberta,AB,1986-07-13,0,0,0,12843964,18678569.6,1986-07-24,6809368,6034596,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Waswanipi reserve QC,QC,1986-06-02,0,0,500,,,1986-06-02,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Montreal QC,QC,1986-05-29,0,0,0,45473000,66129942.1,1986-05-29,0,0,,,,45473000,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Winisk ON,ON,1986-05-16,2,0,129,,,1986-05-16,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Grand Falls NL,NL,1986-05-15,0,0,1000,,,1986-05-16,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Upper Gagetown and Burton NB,NB,1986-05-15,0,0,1000,,,1986-05-16,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Southern Alberta,AB,1986-05-14,0,0,0,,,1986-05-15,0,0,,,,,,18270270,0
Disaster,Natural,Meteorological - Hydrological,Flood,Icelandic River and Fisher River MB,MB,1986-04-01,0,0,148,2893389,4207763.9,1986-06-30,908395,1984994,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,"Saint John River, between Simonds and Woodstock NB",NB,1986-04-01,0,0,0,,,1986-04-04,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Riviere Chaudière QC,QC,1986-03-30,0,0,750,,,1986-04-01,0,0,,,,,,0,0
Disaster,Natural,Geological,Landslide,Brantford ON,ON,1986-01-01,0,0,0,,,1986-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1986-01-01,0,0,0,,,1986-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Lake Huron and Lake Erie ON,ON,1985-12-02,0,0,0,,,1985-12-02,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Northeast of Vancouver BC,BC,1985-07-01,0,0,0,,,1985-07-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Hopeville to Barrie ON,ON,1985-05-31,12,500,800,83992000,127187885.7,1985-05-31,0,0,,,,83992000,,3684211,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Windsor ON,ON,1985-05-30,5,0,0,16390000,24819142.9,1985-05-30,0,0,,,,16390000,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,"Hay River Township, south shore of Great Slave Lake NT",NT,1985-05-03,0,1,,,,1985-05-03,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Western Canada,Western Canada,1985-05-01,0,0,0,,,1985-08-31,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Lake Erie ON,ON,1985-03-31,0,0,0,,,1985-04-06,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Chatham ON,ON,1985-02-23,0,0,30,,,1985-03-02,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,West Coast of British Columbia,BC,1984-10-11,5,0,0,,,1984-10-12,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Alberta,AB,1984-10-06,0,0,0,,,1984-10-06,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Pemberton area BC,BC,1984-10-06,1,0,300,3999112,6295631.8,1984-10-08,637747,3361365,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,London ON,ON,1984-09-02,0,30,0,,,1984-09-02,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Eastern Ontario and Western Quebec,ON QC,1984-07-15,1,43,0,,,1984-07-15,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Southern Manitoba,MB,1984-06-15,0,0,0,1656780,2608198.2,1984-07-31,301190,1355590,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1984-06-01,0,0,0,,,1984-08-31,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,Chesley ON,ON,1984-04-30,0,0,0,39066000,61499940.6,1984-04-30,0,0,,,,39066000,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,"South, Central and Western Manitoba",MB,1984-04-27,0,0,0,2686465,4229187.5,1984-04-28,816031,1870434,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saint John River Basin NB,NB,1984-04-25,1,0,0,,,1984-05-06,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,St. John's NL,NL,1984-04-13,0,0,0,3272619,5151944.8,1984-04-15,1786357,1486262,,,,,,7615063,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Ontario,ON,1984-02-13,2,0,150,,,1984-02-17,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Truro NS,NS,1984-02-05,1,0,0,,,1984-02-08,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Lower Fraser River Valley BC,BC,1984-01-04,0,0,0,4029790,6343926.8,1984-01-05,605407,3424383,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Cold Event,Quebec,QC,1984-01-01,0,0,0,,,1984-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Northeast Saskatchewan,SK,1984-01-01,0,0,0,,,1984-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Grande Prairie and Drayton Valley AB,AB,1984-01-01,0,0,0,,,1984-01-01,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Avalon Peninsula NL,NL,1983-12-22,0,0,0,,,1983-12-25,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Gaspésie QC,QC,1983-12-07,0,0,0,53831341,88390876.6,1983-12-07,27739771,26091570,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm Surge,Cape Breton Island NS,NS,1983-10-25,0,0,0,,,1983-10-25,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,Edmonton AB,AB,1983-08-03,0,0,0,22060000,36222444.1,1983-08-03,0,0,,,,22060000,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Ontario,ON,1983-07-14,0,0,0,,,1983-08-31,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Regina SK,SK,1983-07-08,0,0,0,20614195,33848437.2,1983-07-09,1121298,3107897,,,,16385000,,0,0
Disaster,Natural,Biological,Epidemic,Manitoba,MB,1983-07-01,0,0,0,4444275,7297484.3,1983-07-01,1384672,3059603,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Regina SK and Edmonton AB,AB SK,1983-06-24,0,0,0,,,1983-06-24,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,"upper Richelieu River, Montréal QC",QC,1983-05-10,0,0,160,,,1983-05-10,0,0,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Reeces Corners ON,ON,1983-05-03,0,0,0,111591,183232,1983-05-03,0,0,111591,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,"North shore of St. Lawrence River, and Yamachiche Maskinonge River basins QC",QC,1983-03-19,0,0,0,,,1983-03-20,0,0,,,,,,0,0
