EVENT CATEGORY,EVENT GROUP,EVENT SUBGROUP,EVENT TYPE,PLACE,Province/Territory,EVENT START DATE,FATALITIES,INJURED/INFECTED,EVACUATED,ESTIMATED TOTAL COST,NORMALIZED TOTAL COST,EVENT END DATE,FEDERAL DFAA PAYMENTS,PROVINCIAL DFAA PAYMENTS,PROVINCIAL DEPARTMENT PAYMENTS,MUNICIPAL COSTS,OGD COSTS,INSURANCE PAYMENTS,NGO PAYMENTS,UTILITY/PEOPLE AFFECTED,MAGNITUDE
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Montreal QC,QC,1961-02-25,0,0,0,,,1961-02-25,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1961-01-01,0,0,0,,,1961-01-01,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,McBride BC,BC,1960-09-07,3,0,0,,,1960-09-07,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern and Central Ontario,ON,1960-05-09,0,0,0,,,1960-05-14,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Winnipeg MB,MB,1960-04-18,0,0,0,,,1960-04-18,,,,,,,,0,0
Disaster,Natural,Geological,Tsunami,British Columbia,BC,1960-01-01,0,0,0,,,1960-01-01,,,,,,,,0,9
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1960-01-01,0,0,0,,,1960-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Maritimes provinces,Maritimes,1959-06-20,33,0,0,,,1959-06-20,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Revelstoke BC,BC,1959-03-27,4,0,0,,,1959-03-27,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Avalanche,"The Battery, St. John's Harbour NL",NL,1959-02-16,5,9,0,,,1959-02-16,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,St. John's NL,NL,1959-02-16,6,10,0,,,1959-02-16,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1959-01-01,0,0,0,,,1959-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,St. John's NL,NL,1958-03-01,0,0,0,,,1958-03-02,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Amaranth MB,MB,1958-01-01,0,0,0,,,1958-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1958-01-01,0,0,0,,,1958-01-01,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Prince Rupert BC,BC,1957-11-22,7,0,0,,,1957-11-22,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Peace River BC,BC,1957-10-15,0,0,0,,,1957-10-15,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Thetford Mines QC,QC,1957-01-01,0,0,0,,,1957-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Ontario,ON,1956-08-30,0,0,0,,,1956-08-31,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Nova Scotia,NS,1956-01-03,0,0,0,,,1956-01-18,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Nicolet QC,QC,1955-11-12,3,6,2000,,,1955-11-12,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Avalanche,Lake Louise AB,AB,1955-07-11,7,0,0,,,1955-07-11,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Quebec and Ontario,ON QC,1955-07-01,0,0,0,24402775,165108137.2,1955-08-31,,,23207778,1194997,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Manitoba and Saskatchewan,SK MB,1955-01-01,0,0,0,,,1955-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Toronto ON,ON,1954-10-14,81,0,7472,,,1954-10-15,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,New Brunswick,NB,1954-09-11,0,0,0,,,1954-09-13,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Ontario,ON,1954-02-15,0,0,0,,,1954-02-18,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,White Point Beach NS,NS,1954-01-30,0,0,0,,,1954-01-30,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Heat Event,Toronto ON,ON,1953-08-24,1,186,0,,,1953-09-05,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Central Alberta,AB,1953-07-14,0,0,0,,,1953-07-14,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Sarnia ON,ON,1953-05-21,7,40,500,,,1953-05-21,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storm - Unspecified / Other,Lake Superior ON,ON,1953-01-01,17,0,0,,,1953-01-01,,,,,,,,0,0
Disaster,Natural,Biological,Epidemic,Across Canada,Across Canada,1953-01-01,481,8000,0,,,1953-12-31,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Eastend SK,SK,1952-04-01,0,0,0,,,1952-05-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,"Stephenville Crossing, Summerside NL",NL,1951-12-19,0,0,600,,,1951-12-19,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Bow River BC,BC,1951-01-01,0,0,0,,,1951-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Sumas and Chilliwack BC,BC,1951-01-01,0,0,376,,,1951-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Regina SK,SK,1950-11-01,0,0,0,,,1950-11-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Nova Scotia,NS,1950-08-01,0,0,0,,,1950-08-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Winnipeg MB,MB,1950-05-05,1,0,107000,,,1950-06-15,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saint John River Basin NB,NB,1950-04-20,0,0,0,,,1950-04-20,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Ontario,ON,1950-04-04,0,0,0,,,1950-04-08,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Ontario,ON,1950-03-24,0,0,0,,,1950-03-29,,,,,,,,0,0
Disaster,Natural,Geological,Earthquake,Off Queen Charlotte Islands BC,BC,1949-08-22,0,0,0,,,1949-08-22,,,,,,,,0,8
Disaster,Natural,Meteorological - Hydrological,Flood,St. John's NL,NL,1948-09-14,1,0,0,,,1948-09-14,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Fraser River BC,BC,1948-05-31,10,0,16000,,,1948-05-31,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Mississagi ON,ON,1948-05-01,0,0,0,,,1948-10-31,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Red Deer River AB,AB,1948-04-21,0,0,,,,1948-04-21,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Ontario,ON,1948-03-16,0,0,0,,,1948-03-16,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Bristol NB,NB,1947-04-30,2,0,100,,,1947-04-30,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern ON,ON,1947-04-05,0,0,0,,,1947-04-12,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Elgin NB,NB,1947-02-05,2,0,0,,,1947-02-05,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Prairie provinces,Prairies,1947-01-30,0,0,0,,,1947-02-08,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Okanagan Valley BC,BC,1946-07-29,0,0,0,,,1946-07-29,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Windsor to Tecumseh ON,ON,1946-06-17,17,100,0,,,1946-06-17,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Toronto ON,ON,1944-12-11,21,0,0,,,1944-12-12,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Charlottetown PE,PE,1942-09-22,0,0,0,,,1942-09-22,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,"Newfoundland, off coast",NL,1942-01-01,203,0,0,,,1942-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Southwestern Ontario,ON,1941-09-25,0,0,0,,,1941-09-25,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,"Burin Peninsula, St. John's and Little St. Lawrence NL",NL,1941-08-02,2,0,0,,,1941-08-02,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Gogama ON,ON,1941-05-14,0,0,0,,,1941-06-15,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Prairie provinces,Prairies,1941-03-14,76,0,0,,,1941-03-14,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Great Lakes: Lake Ontario,ON,1940-01-01,69,0,0,,,1940-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Saskatchewan,SK,1939-01-01,0,0,0,,,1939-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Rainy River and Dance Township ON,ON,1938-10-10,17,0,155,,,1938-10-15,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,St-Gregoire-de-Montmercy QC,QC,1938-09-01,4,12,0,,,1938-09-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Ontario,ON,1937-04-26,0,0,4000,,,1937-04-28,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Ontario,ON,1937-01-13,0,0,0,,,1937-01-14,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Nova Scotia,NS,1936-09-01,0,0,0,,,1936-09-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Northern Saskatchewan,SK,1936-07-13,,,,,,1936-07-19,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Heat Event,Across Canada,Across Canada,1936-07-05,1180,0,0,,,1936-07-17,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,New Brunswick,NB,1936-03-16,0,0,0,,,1936-03-25,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Ontario,ON,1936-03-10,0,0,0,,,1936-03-12,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Newfoundland,NL,1935-08-25,50,0,0,,,1935-08-25,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Nova Scotia,NS,1935-01-10,,,2,,,1935-01-15,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Manitoba,MB,1935-01-01,0,0,0,,,1935-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Plaster Rock NB,NB,1934-04-16,0,0,0,,,1934-04-24,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Cold Event,Manitoba to Atlantic Canada,MB,1933-12-01,15,0,0,,,1934-02-01,,,,,,,,0,0
Disaster,Natural,Geological,Earthquake,Baffin Bay NU,NU,1933-11-20,0,0,0,,,1933-11-20,,,,,,,,0,7
Disaster,Natural,Meteorological - Hydrological,Flood,Southern New Brunswick,NB,1933-10-25,7,0,0,,,1933-10-25,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,New Brunswick and Eastern Quebec,QC NB,1933-05-04,3,0,0,,,1933-05-04,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1931-01-01,0,0,0,,,1938-01-01,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Crerar ON,ON,1930-06-27,8,0,0,,,1930-06-27,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,St. Lawrence River,,1930-06-26,30,11,0,,,1930-06-26,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Capreol ON,ON,1930-06-26,4,0,0,,,1930-06-26,,,,,,,,0,0
Disaster,Natural,Geological,Tsunami,Burin Peninsula NL,NL,1929-11-18,28,0,0,,,1929-11-18,,,,,,,,0,7
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Ontario,ON,1929-04-05,0,0,0,,,1929-04-09,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southern Ontario,ON,1929-01-18,0,0,0,,,1929-01-20,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1929-01-01,0,0,0,,,1929-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Pike Lake SK,SK,1928-04-01,0,0,138,,,1928-04-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,"Rideau, Chaudière and Quyon Rivers QC",QC,1928-01-01,3,0,0,,,1928-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Hurricane / Typhoon / Tropical Storm,Newfoundland,NL,1927-08-24,56,0,0,,,1927-08-25,,,,,,,,0,0
Disaster,Natural,Biological,Epidemic,Across Canada,Across Canada,1927-03-01,,0,0,,,1927-09-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Dawson YT,YT,1925-05-07,0,0,0,,,1925-05-07,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1924-01-01,0,0,0,,,1924-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saint John River Basin NB,NB,1923-04-29,2,0,0,,,1923-05-09,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Winnipeg MB,MB,1923-01-01,0,0,0,,,1923-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Haileybury ON,ON,1922-09-30,43,0,11000,,,1922-10-05,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Echo Harbour BC,BC,1922-09-30,5,0,0,,,1922-09-30,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Portage la Prairie MB,MB,1922-06-22,5,0,0,,,1922-06-22,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saint John River Basin NB,NB,1922-06-17,0,0,0,,,1922-06-25,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Britannia Beach BC,BC,1921-10-28,37,0,0,,,1921-10-28,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,St. John's NL,NL,1921-02-08,0,0,0,,,1921-02-08,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Southern Saskatchewan,SK,1921-01-01,0,0,0,,,1921-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Southeastern Saskatchewan,SK,1920-07-22,4,13,,,,1920-07-22,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Southwestern Ontario,ON,1920-03-17,0,0,0,,,1920-03-21,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1920-01-01,0,0,0,,,1920-12-31,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1919-01-01,0,0,0,,,1919-12-31,,,,,,,,0,0
Disaster,Natural,Biological,Epidemic,Across Canada,Across Canada,1918-01-01,50000,2000000,0,,,1925-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1918-01-01,0,0,0,,,1918-12-31,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Northwestern British Columbia,BC,1917-10-28,0,0,0,,,1917-11-19,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1917-01-01,0,0,0,,,1917-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Cochrane and Matheson ON,ON,1916-07-29,233,0,8000,,,1916-07-29,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Winnipeg MB,MB,1916-04-24,0,0,0,,,1916-04-24,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Northeastern New Brunswick,NB,1915-07-08,0,0,0,,,1915-07-09,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,"Cooper Mine, Jane Camp BC",BC,1915-03-22,56,22,0,,,1915-03-22,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,North Saskatchewan River AB and SK,AB SK,1915-01-01,0,0,2000,,,1915-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Labrador,NL,1914-04-01,77,0,0,,,1914-04-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,Newfoundland coast,NL,1914-01-01,173,0,0,,,1914-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1914-01-01,0,0,0,,,1914-01-01,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Storms and Severe Thunderstorms,"Lakes Huron, Erie and Ontario",ON,1913-11-07,270,0,0,,,1913-11-13,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Heat Event,Eastern Canada,Eastern Canada,1912-07-08,3,0,0,,,1912-07-10,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Tornado,Regina SK,SK,1912-06-30,28,100,2500,,,1912-06-30,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Wildfire,Cochrane ON,ON,1911-07-11,73,0,200,,,1911-07-11,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Coucoucache QC,QC,1910-04-18,6,0,0,,,1910-04-18,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,St-Alphonse-de-Bagotville QC,QC,1910-04-15,4,0,0,,,1910-04-15,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Avalanche,Rogers Pass BC,BC,1910-03-05,62,0,0,,,1910-03-05,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Drought,Prairie provinces,Prairies,1910-01-01,0,0,0,,,1910-01-01,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Burnaby and New Westminster BC,BC,1909-11-28,22,15,0,,,1909-11-28,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Chester NB,NB,1909-01-04,1,0,0,,,1909-01-04,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Notre-Dame-de-la-Salette QC,QC,1908-04-26,33,0,0,,,1908-04-26,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Spences Bridge BC,BC,1905-08-13,15,0,0,,,1905-08-13,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Winter Storm,Nova Scotia,NS,1905-02-15,0,0,0,,,1905-02-17,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Red River MB,MB,1904-04-24,0,0,0,,,1904-04-24,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Frank AB,AB,1903-04-29,70,23,0,,,1903-04-29,,,,,,,,0,0
Disaster,Natural,Geological,Landslide,Upper Arrow Lake BC,BC,1903-02-28,0,0,0,,,1903-02-28,,,,,,,,0,0
Disaster,Natural,Meteorological - Hydrological,Flood,Saint John River Basin NB,NB,1902-03-01,2,0,0,,,1902-03-01,,,,,,,,0,0
